word	nodeType	synsetCount	unit	count
cheap	ADJ	4	vol-7	1
circular	ADJ	3	vol-7	1
clear	ADJ	45	vol-7	1
double	ADJ	21	vol-7	1
dumb	ADJ	4	vol-7	1
elementary	ADJ	3	vol-7	1
fake	ADJ	8	vol-7	1
first	ADJ	16	vol-7	1
fun	ADJ	4	vol-7	2
funky	ADJ	4	vol-7	1
funny	ADJ	5	vol-7	1
great	ADJ	7	vol-7	1
hard	ADJ	22	vol-7	1
least	ADJ	3	vol-7	1
little	ADJ	10	vol-7	5
mad	ADJ	4	vol-7	2
mammoth	ADJ	2	vol-7	1
many	ADJ	1	vol-7	1
more	ADJ	5	vol-7	1
nervous	ADJ	5	vol-7	1
ok	ADJ	4	vol-7	1
okay	ADJ	4	vol-7	3
old	ADJ	9	vol-7	3
perfect	ADJ	5	vol-7	1
powerful	ADJ	6	vol-7	1
raw	ADJ	14	vol-7	1
right	ADJ	36	vol-7	3
same	ADJ	6	vol-7	3
short	ADJ	23	vol-7	1
silly	ADJ	5	vol-7	1
similar	ADJ	5	vol-7	1
spanish	ADJ	3	vol-7	1
strained	ADJ	13	vol-7	1
technical	ADJ	7	vol-7	1
terrible	ADJ	4	vol-7	1
tidal	ADJ	1	vol-7	1
tired	ADJ	6	vol-7	1
top	ADJ	22	vol-7	1
true	ADJ	15	vol-7	2
upper	ADJ	6	vol-7	1
valuable	ADJ	3	vol-7	1
wonderful	ADJ	1	vol-7	1
able	ADJ	4	vol-5	1
black	ADJ	22	vol-5	1
careful	ADJ	5	vol-5	1
damn	ADJ	5	vol-5	1
donnnn	ADJ	0	vol-5	1
first	ADJ	16	vol-5	1
german	ADJ	3	vol-5	1
much	ADJ	7	vol-5	1
partial	ADJ	5	vol-5	1
real	ADJ	13	vol-5	1
simple	ADJ	9	vol-5	1
sorry	ADJ	4	vol-5	1
sound	ADJ	24	vol-5	1
weird	ADJ	3	vol-5	1
well	ADJ	22	vol-5	1
white	ADJ	25	vol-5	1
Most	ADJ	5	vol-4	1
alive	ADJ	7	vol-4	1
axe	ADJ	3	vol-4	1
big	ADJ	17	vol-4	1
cool	ADJ	11	vol-4	1
correct	ADJ	12	vol-4	1
cruel	ADJ	1	vol-4	1
d	ADJ	4	vol-4	1
dead	ADJ	21	vol-4	1
disrespectful	ADJ	2	vol-4	1
expensive	ADJ	1	vol-4	1
former	ADJ	5	vol-4	1
good	ADJ	27	vol-4	3
great	ADJ	7	vol-4	1
high	ADJ	18	vol-4	2
hilarious	ADJ	1	vol-4	1
honest	ADJ	7	vol-4	1
interesting	ADJ	4	vol-4	1
last	ADJ	21	vol-4	1
little	ADJ	10	vol-4	1
long	ADJ	12	vol-4	1
many	ADJ	1	vol-4	5
much	ADJ	7	vol-4	1
mysterious	ADJ	2	vol-4	2
nervous	ADJ	5	vol-4	1
new	ADJ	12	vol-4	1
normal	ADJ	5	vol-4	2
old	ADJ	9	vol-4	6
other	ADJ	4	vol-4	2
painful	ADJ	4	vol-4	1
patient	ADJ	3	vol-4	1
proud	ADJ	2	vol-4	1
real	ADJ	13	vol-4	3
same	ADJ	6	vol-4	3
secondary	ADJ	7	vol-4	1
sharp	ADJ	15	vol-4	1
simple	ADJ	9	vol-4	1
special	ADJ	10	vol-4	2
stupid	ADJ	4	vol-4	1
weird	ADJ	3	vol-4	3
young	ADJ	14	vol-4	1
